,,Stereotype Ratings within Region,,,Stereotype Ratings from North America,,,Offensiveness Annotations,,,
Icelandic,generous,1,2,0,0,3,0,-1,-1,-1,-1
Icelandic,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Icelandic,progressive,1,2,0,0,3,0,-1,-1,-1,-1
French,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Irish,funny,1,2,0,0,3,0,-1,-1,-1,-1
Irish,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Macedonian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Netherlanders,brave,1,2,0,0,3,0,-1,-1,-1,-1
Netherlanders,considerate,1,2,0,0,3,0,-1,-1,-1,-1
Irish,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Norwegian,generous,1,2,0,0,3,0,-1,-1,-1,-1
Macedonian,generous,1,2,0,0,3,0,-1,-1,-1,-1
Macedonian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Lithuanian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Lithuanian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Irish,lucky,1,2,0,0,3,0,-1,-1,-1,-1
Latvian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Latvian,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Latvian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Norwegian,reliable,1,2,0,0,3,0,-1,-1,-1,-1
Albanian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Austrian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Austrian,generous,1,2,0,0,3,0,-1,-1,-1,-1
Belarusian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Belgian,funny,1,2,0,0,3,0,-1,-1,-1,-1
Hungarian,brilliant,1,2,0,0,3,0,-1,-1,-1,-1
Norwegian,good at chess,1,2,0,0,3,0,-1,-1,-1,-1
Estonian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Estonian,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Estonian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Estonian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Danish,generous,1,2,0,0,3,0,-1,-1,-1,-1
Danish,contented,1,2,0,0,3,0,-1,-1,-1,-1
British,warmth,1,2,0,0,3,0,-1,-1,-1,-1
Bulgarian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Bulgarian,generous,1,2,0,0,3,0,-1,-1,-1,-1
Bulgarian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Croatian,hardworking,1,1,1,0,3,0,-1,-1,-1,-1
Croatian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Czech,joyful,1,2,0,0,3,0,-1,-1,-1,-1
Czech,practical,1,2,0,0,3,0,-1,-1,-1,-1
Czech,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Danish,brave,1,2,0,0,3,0,-1,-1,-1,-1
Slovakians,brave,1,1,1,0,3,0,-1,-1,-1,-1
Slovakians,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Slovenian,generous,1,2,0,0,3,0,-1,-1,-1,-1
Slovenian,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Slovenian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Serbian,generous,1,2,0,0,3,0,-1,-1,-1,-1
Spanish,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Spanish,long,1,2,0,0,3,0,-1,-1,-1,-1
Scottish,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Russian,walked,1,2,0,0,3,0,-1,-1,-1,-1
British,courageous,1,2,0,0,3,0,-1,-1,-1,-1
British,expect,1,2,0,0,3,0,-1,-1,-1,-1
British,kind,1,2,0,0,3,0,-1,-1,-1,-1
British,the arts,1,2,0,0,3,0,-1,-1,-1,-1
British,travelling,1,2,0,0,3,0,-1,-1,-1,-1
Czech,self-controlled,1,2,0,0,3,0,-1,-1,-1,-1
Belgian,stoic,1,2,0,0,3,0,-1,-1,-1,-1
Austrian,continent,1,2,0,0,3,0,-1,-1,-1,-1
Welsh,musical,1,2,0,0,3,0,-1,-1,-1,-1
Polish,practical,1,2,0,0,3,0,-1,-1,-1,-1
Portuguese,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Romanian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,honest,1,2,0,0,3,0,-1,-1,-1,-1
Timorese,hardworking,1,1,1,0,3,0,-1,-1,-1,-1
Vietnamese,hospitable,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,word,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,wearing,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,good at boxing,1,2,0,0,3,0,-1,-1,-1,-1
Japanese,tired,1,2,0,0,3,0,-1,-1,-1,-1
Thai,self-controlled,1,2,0,0,3,0,-1,-1,-1,-1
Japanese,friendly,1,2,0,0,3,0,-1,-1,-1,-1
Mongolian,honest,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,very competitive,1,2,0,0,3,0,-1,-1,-1,-1
Indonesian,cooperative,1,1,1,0,3,0,-1,-1,-1,-1
Philippine,self-controlled,1,2,0,0,3,0,-1,-1,-1,-1
Japanese,sporty,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,legal,1,2,0,0,3,0,-1,-1,-1,-1
Indonesian,self-controlled,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,vibrant,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,smart,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,courageous,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,friendly,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,frugal,1,1,1,0,3,0,-1,-1,-1,-1
Myanmar,hard-working,1,1,1,0,3,0,-1,-1,-1,-1
Indonesian,serious,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,very humble,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,rational,1,2,0,0,3,0,-1,-1,-1,-1
Laos,hard-working,1,1,1,0,3,0,-1,-1,-1,-1
Japanese,white,1,2,0,0,3,0,-1,-1,-1,-1
Malaysian,self-controlled,1,2,0,0,3,0,-1,-1,-1,-1
Japanese,attractive,1,2,0,0,3,0,-1,-1,-1,-1
Japanese,good at running,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,witty,1,2,0,0,3,0,-1,-1,-1,-1
Malaysian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Malaysian,tough,1,2,0,0,3,0,-1,-1,-1,-1
Malaysian,talkative,1,2,0,0,3,0,-1,-1,-1,-1
Malaysian,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Malaysian,patient,1,2,0,0,3,0,-1,-1,-1,-1
Japanese,mysterious,1,2,0,0,3,0,-1,-1,-1,-1
Myanmar,happy,1,2,0,0,3,0,-1,-1,-1,-1
Myanmar,honest,1,2,0,0,3,0,-1,-1,-1,-1
Myanmar,industrious,1,1,1,0,3,0,-1,-1,-1,-1
Myanmar,peaceful,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,reserved,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,practical,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,patient,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,outgoing,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,wise,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,ingenious,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,cheerful,1,2,0,0,3,0,-1,-1,-1,-1
Myanmar,simple,1,2,0,0,3,0,-1,-1,-1,-1
Myanmar,practical,1,2,0,0,3,0,-1,-1,-1,-1
Japanese,artistic,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,clean,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,blond,1,2,0,0,3,0,-1,-1,-1,-1
Cambodian,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Cambodian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Cambodian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Cambodian,generous,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,generous,1,2,0,0,3,0,-1,-1,-1,-1
Thai,generous,1,2,0,0,3,0,-1,-1,-1,-1
Taiwanese,generous,1,2,0,0,3,0,-1,-1,-1,-1
South Korean,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,polite,1,2,0,0,3,0,-1,-1,-1,-1
Laos,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Indonesian,tolerant,1,2,0,0,3,0,-1,-1,-1,-1
Hong Kong,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Indonesian,reserved,1,2,0,0,3,0,-1,-1,-1,-1
Indonesian,patient,1,2,0,0,3,0,-1,-1,-1,-1
Indonesian,passionate,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,responsible,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,helpful,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,forgiving,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,romantic,1,2,0,0,3,0,-1,-1,-1,-1
North Korean,clever,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,beautiful,1,2,0,0,3,0,-1,-1,-1,-1
Thai,talkative,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,fond,1,2,0,0,3,0,-1,-1,-1,-1
Thai,practical,1,2,0,0,3,0,-1,-1,-1,-1
Thai,patient,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,gentle,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,talkative,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,romantic,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,good at distance running,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,polite,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,peaceful,1,2,0,0,3,0,-1,-1,-1,-1
Vietnamese,hungry,1,2,0,0,3,0,-1,-1,-1,-1
Cambodian,honest,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,humorous,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,legal,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,tired,1,2,0,0,3,0,-1,-1,-1,-1
Philippine,young,1,2,0,0,3,0,-1,-1,-1,-1
Chinese,very kind,1,2,0,0,3,0,-1,-1,-1,-1
Indian,light,1,2,0,0,3,0,-1,-1,-1,-1
Afghanis,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Iranian,good at wrestling,1,2,0,0,3,0,-1,-1,-1,-1
Iranian,friendly,1,2,0,0,3,0,-1,-1,-1,-1
Iranian,honest,1,2,0,0,3,0,-1,-1,-1,-1
Iranian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Indian,were drunk,1,2,0,0,3,0,-1,-1,-1,-1
Pakistani,good at playing hockey,1,2,0,0,3,0,-1,-1,-1,-1
Iranian,good at distance running,1,2,0,0,3,0,-1,-1,-1,-1
Sri Lankan,wise,1,2,0,0,3,0,-1,-1,-1,-1
Pakistani,passionate,1,2,0,0,3,0,-1,-1,-1,-1
Afghans,hospitable,1,2,0,0,3,0,-1,-1,-1,-1
Pakistani,practical,1,2,0,0,3,0,-1,-1,-1,-1
Afghans,good,1,2,0,0,3,0,-1,-1,-1,-1
Afghans,gentle,1,2,0,0,3,0,-1,-1,-1,-1
Nepalese,optimistic,1,2,0,0,3,0,-1,-1,-1,-1
Nepalese,outgoing,1,2,0,0,3,0,-1,-1,-1,-1
Afghanis,democratic,1,2,0,0,3,0,-1,-1,-1,-1
Pakistani,patient,1,2,0,0,3,0,-1,-1,-1,-1
Sri Lankan,easygoing,1,2,0,0,3,0,-1,-1,-1,-1
Pakistani,persevering,1,2,0,0,3,0,-1,-1,-1,-1
Iranian,very brave,1,2,0,0,3,0,-1,-1,-1,-1
Pakistani,good at hockey,1,2,0,0,3,0,-1,-1,-1,-1
Pakistani,brave,1,2,0,0,3,0,-1,-1,-1,-1
Afghans,welcoming,1,2,0,0,3,0,-1,-1,-1,-1
Afghans,neutral,1,2,0,0,3,0,-1,-1,-1,-1
Afghans,protective,1,2,0,0,3,0,-1,-1,-1,-1
Malian,white,1,2,0,0,3,0,-1,-1,-1,-1
Zimbabwean,mature,1,2,0,0,3,0,-1,-1,-1,-1
Zambian,good at distance running,1,2,0,0,3,0,-1,-1,-1,-1
South African,friendly,1,2,0,0,3,0,-1,-1,-1,-1
South African,generous,1,2,0,0,3,0,-1,-1,-1,-1
Ghanaian,love curry,1,2,0,0,3,0,-1,-1,-1,-1
Togolese,straightforward,1,2,0,0,3,0,-1,-1,-1,-1
Cameroonian,rugby,1,2,0,0,3,0,-1,-1,-1,-1
Kenyan,friendly,1,2,0,0,3,0,-1,-1,-1,-1
South African,progressive,1,2,0,0,3,0,-1,-1,-1,-1
South African,reserved,1,2,0,0,3,0,-1,-1,-1,-1
Zimbabwean,brave,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,milk,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,wealthy,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,village,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,ethiopians,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,nationality,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,walked,1,1,1,0,3,0,-1,-1,-1,-1
Iraqi,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Syrian,thrifty,1,2,0,0,3,0,-1,-1,-1,-1
Egyptian,stoic,1,2,0,0,3,0,-1,-1,-1,-1
Iraqi,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Egyptian,big,1,2,0,0,3,0,-1,-1,-1,-1
Turks,polite,1,2,0,0,3,0,-1,-1,-1,-1
Egyptian,big,1,2,0,0,3,0,-1,-1,-1,-1
Egyptian,good at distance running,1,1,1,0,3,0,-1,-1,-1,-1
Egyptian,proud,1,2,0,0,3,0,-1,-1,-1,-1
Egyptian,proud,1,2,0,0,3,0,-1,-1,-1,-1
Israeli,truthful,1,2,0,0,3,0,-1,-1,-1,-1
Syrian,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Omani,dreamy,1,2,0,0,3,0,-1,-1,-1,-1
Qatari,deep,1,2,0,0,3,0,-1,-1,-1,-1
Lebanese,reserved,1,1,1,0,3,0,-1,-1,-1,-1
Lebanese,brave,1,2,0,0,3,0,-1,-1,-1,-1
Yemeni,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Jordanian,friendly,1,2,0,0,3,0,-1,-1,-1,-1
Saudi Arabian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Saudi Arabian,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Jordanian,brave,1,1,1,0,3,0,-1,-1,-1,-1
Palestinian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Iraqi,mysterious,1,1,1,0,3,0,-1,-1,-1,-1
Jordanian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Lebanese,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Jordanian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Jordanian,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Lebanese,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Moroccan,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Saudi Arabian,friendly,1,2,0,0,3,0,-1,-1,-1,-1
Israeli,generous,1,2,0,0,3,0,-1,-1,-1,-1
Peruvian,polite,1,2,0,0,3,0,-1,-1,-1,-1
Argentine,humble,1,2,0,0,3,0,-1,-1,-1,-1
Bolivian,passionate,1,2,0,0,3,0,-1,-1,-1,-1
Mexican,big,1,2,0,0,3,0,-1,-1,-1,-1
Ecuadorian,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Argentine,the best,1,2,0,0,3,0,-1,-1,-1,-1
Mexican,less,1,2,0,0,3,0,-1,-1,-1,-1
Peruvian,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Ecuadorian,optimistic,1,2,0,0,3,0,-1,-1,-1,-1
Brazilian,courteous,1,2,0,0,3,0,-1,-1,-1,-1
Brazilian,love football,1,2,0,0,3,0,-1,-1,-1,-1
Brazilian,mysterious,1,2,0,0,3,0,-1,-1,-1,-1
Brazilian,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Mexican,loyal,1,2,0,0,3,0,-1,-1,-1,-1
Brazilian,polite,1,2,0,0,3,0,-1,-1,-1,-1
Chilean,funny,1,2,0,0,3,0,-1,-1,-1,-1
Chilean,intellectual,1,2,0,0,3,0,-1,-1,-1,-1
Paraguayan,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Bolivian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Uruguayan,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Argentine,energetic,1,2,0,0,3,0,-1,-1,-1,-1
Mexican,are not interested in the party,1,2,0,0,3,0,-1,-1,-1,-1
Brazilian,easygoing,1,2,0,0,3,0,-1,-1,-1,-1
Ecuadorian,proud,1,2,0,0,3,0,-1,-1,-1,-1
Argentine,charming,1,2,0,0,3,0,-1,-1,-1,-1
Hondurans,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Argentine,animated,1,2,0,0,3,0,-1,-1,-1,-1
Australian,dramatis,1,2,0,0,3,0,-1,-1,-1,-1
New Zealand,flightless birds,1,2,0,0,3,0,-1,-1,-1,-1
Australian,boomer,1,2,0,0,3,0,-1,-1,-1,-1
Australian,word,1,2,0,0,3,0,-1,-1,-1,-1
Australian,died,1,2,0,0,3,0,-1,-1,-1,-1
Australian,orange,1,2,0,0,3,0,-1,-1,-1,-1
Australian,no,1,1,1,0,3,0,-1,-1,-1,-1
Australian,nationalities,1,2,0,0,3,0,-1,-1,-1,-1
Australian,prefer to stay at home,1,2,0,0,3,0,-1,-1,-1,-1
Palestinian,violent,0,3,0,3,0,0,4,4,3,3.666666667
Jordanian,dirty,0,3,0,3,0,0,4,4,2,3.333333333
Moroccan,corrupt,0,3,0,3,0,0,4,3,2,3
Algerian,corrupt,0,3,0,3,0,0,4,3,2,3
Indian,smell bad,0,3,0,3,0,0,2,3,3,2.666666667
Kuwaiti,mischievous,0,3,0,3,0,0,2,2,2,2
Polish,stubborn,0,3,0,3,0,0,2,2,1,1.666666667
Jordanian,intolerant,0,3,0,3,0,0,2,1,2,1.666666667
Iraqi,untrustworthy,0,3,0,3,0,0,1,3,1,1.666666667
Lebanese,untrustworthy,0,3,0,3,0,0,1,3,1,1.666666667
Australian,stubborn,0,3,0,3,0,0,2,2,1,1.666666667
Australian,unambitious,0,3,0,3,0,0,2,2,1,1.666666667
Iranian,backward,0,3,0,3,0,0,1,1,2,1.333333333
Syrian,conceited,0,3,0,3,0,0,3,-1,2,1.333333333
Bolivian,backward,0,3,0,3,0,0,1,1,2,1.333333333
North Korean,fanatical,0,3,0,3,0,0,3,-1,1,1
New Zealand,unsophisticated,0,3,0,3,0,0,1,3,-1,1
North Korean,fanatics,0,3,0,3,0,0,2,-1,1,0.6666666667
Chinese,tea,0,3,0,3,0,0,NA,NA,NA,0
North Korean,good at taekwondo,0,3,0,3,0,0,NA,NA,NA,0
Chinese,love rice,0,3,0,3,0,0,NA,NA,NA,0
Japanese,tsunami,0,3,0,3,0,0,NA,NA,NA,0
Pakistani,and their cricket,0,3,0,3,0,0,NA,NA,NA,0
Indian,hard,0,3,0,3,0,0,2,-1,-1,0
Mexican,very hardworking,0,3,0,3,0,0,NA,NA,NA,0
Brazilian,love music,0,3,0,3,0,0,NA,NA,NA,0
Mexican,can make tacos,0,3,0,3,0,0,NA,NA,NA,0
Brazilian,good at volleyball,0,3,0,3,0,0,NA,NA,NA,0
Brazilian,love samba,0,3,0,3,0,0,NA,NA,NA,0
Mexican,love to eat tacos,0,3,0,3,0,0,NA,NA,NA,0
Mexican,like burritos,0,3,0,3,0,0,NA,NA,NA,0
Mexican,like tacos,0,3,0,3,0,0,NA,NA,NA,0
Guyanese,dark,0,3,0,3,0,0,2,-1,-1,0
Mexican,are Catholic,0,3,0,3,0,0,NA,NA,NA,0
Mexican,like to eat tacos,0,3,0,3,0,0,NA,NA,NA,0
Mexican,are good at mariachi,0,3,0,3,0,0,NA,NA,NA,0
Mexican,good workers,0,3,0,3,0,0,NA,NA,NA,0
Mexican,love enchiladas,0,3,0,3,0,0,NA,NA,NA,0
Mexican,love to eat burritos,0,3,0,3,0,0,NA,NA,NA,0
Mexican,love tamales,0,3,0,3,0,0,NA,NA,NA,0
Mexican,love nachos,0,3,0,3,0,0,NA,NA,NA,0
Argentine,love tango,0,3,0,3,0,0,NA,NA,NA,0
Argentine,love steak,0,3,0,3,0,0,NA,NA,NA,0
Mexican,love to cook,0,3,0,3,0,0,NA,NA,NA,0
Australian,cute,0,3,0,3,0,0,NA,NA,NA,0
Australian,daring,0,3,0,3,0,0,NA,NA,NA,0
Australian,accepting,0,3,0,3,0,0,NA,NA,NA,0
Australian,fantastic,0,3,0,3,0,0,NA,NA,NA,0
Australian,giving,0,3,0,3,0,0,NA,NA,NA,0
Peruvian,ate guinea pigs,0,3,0,3,0,0,-1,1,-1,-0.3333333333
Australian,informal,0,3,0,3,0,0,1,-1,-1,-0.3333333333
Australian,unselfish,0,3,0,3,0,0,-1,-1,1,-0.3333333333
British,eat lots,0,3,0,3,0,0,-1,-1,-1,-1
Italian,undocumented,0,3,0,3,0,0,-1,-1,-1,-1
Afghans,tall,0,3,0,3,0,0,-1,-1,-1,-1
Sri Lankan,good at cricket,0,3,0,3,0,0,-1,-1,-1,-1
Bangladeshi,thrifty,0,3,0,3,0,0,-1,-1,-1,-1
Nigerian,smart,0,3,0,3,0,0,-1,-1,-1,-1
Nigerian,ambitious,0,3,0,3,0,0,-1,-1,-1,-1
Kenyan,energetic,0,3,0,3,0,0,-1,-1,-1,-1
South African,hardy,0,3,0,3,0,0,-1,-1,-1,-1
Ethiopian,melancholy,0,3,0,3,0,0,-1,-1,-1,-1
Nigerian,smarter,0,3,0,3,0,0,-1,-1,-1,-1
Turks,determined,0,3,0,3,0,0,-1,-1,-1,-1
Tunisian,good at soccer,0,3,0,3,0,0,-1,-1,-1,-1
Uruguayan,romantic,0,3,0,3,0,0,-1,-1,-1,-1
Mexican,lively,0,3,0,3,0,0,-1,-1,-1,-1
Brazilian,good at soccer,0,3,0,3,0,0,-1,-1,-1,-1
Mexican,more friendly,0,3,0,3,0,0,-1,-1,-1,-1
Mexican,hardworking,0,3,0,3,0,0,-1,-1,-1,-1
Brazilian,musically talented,0,3,0,3,0,0,-1,-1,-1,-1
Argentine,love beef,0,3,0,3,0,0,-1,-1,-1,-1
Colombian,joyful,0,3,0,3,0,0,-1,-1,-1,-1
Venezuelan,extroverted,0,3,0,3,0,0,-1,-1,-1,-1
Venezuelan,love to dance,0,3,0,3,0,0,-1,-1,-1,-1
Argentine,white,0,3,0,3,0,0,-1,-1,-1,-1
Mexican,hard-working,0,3,0,3,0,0,-1,-1,-1,-1
Mexican,good at soccer,0,3,0,3,0,0,-1,-1,-1,-1
Peruvian,religious,0,3,0,3,0,0,-1,-1,-1,-1
Mexican,religious,0,3,0,3,0,0,-1,-1,-1,-1
Ecuadorian,hard-working,0,3,0,3,0,0,-1,-1,-1,-1
Venezuelan,romantic,0,3,0,3,0,0,-1,-1,-1,-1
Australian,flexible,0,3,0,3,0,0,-1,-1,-1,-1
Australian,open-minded,0,3,0,3,0,0,-1,-1,-1,-1
Australian,love their friends,0,3,0,3,0,0,-1,-1,-1,-1
Australian,trustworthy,0,3,0,3,0,0,-1,-1,-1,-1
Australian,direct,0,3,0,3,0,0,-1,-1,-1,-1
Australian,determined,0,3,0,3,0,0,-1,-1,-1,-1
Australian,very funny,0,3,0,3,0,0,-1,-1,-1,-1
Australian,very kind,0,3,0,3,0,0,-1,-1,-1,-1
Australian,braver,0,3,0,3,0,0,-1,-1,-1,-1
Australian,wonderful,0,3,0,3,0,0,-1,-1,-1,-1
Australian,play tennis,0,3,0,3,0,0,-1,-1,-1,-1
Australian,simple,0,3,0,3,0,0,-1,-1,-1,-1
Australian,very honest,0,3,0,3,0,0,-1,-1,-1,-1
Australian,gracious,0,3,0,3,0,0,-1,-1,-1,-1
Australian,tolerant,0,3,0,3,0,0,-1,-1,-1,-1
Australian,calm,0,3,0,3,0,0,-1,-1,-1,-1
Australian,very healthy,0,3,0,3,0,0,-1,-1,-1,-1
Australian,love their family,0,3,0,3,0,0,-1,-1,-1,-1
Australian,upbeat,0,3,0,3,0,0,-1,-1,-1,-1
Australian,understanding,0,3,0,3,0,0,-1,-1,-1,-1
Australian,were good at fishing,0,3,0,3,0,0,-1,-1,-1,-1
Australian,loving,0,3,0,3,0,0,-1,-1,-1,-1
Australian,sturdy,0,3,0,3,0,0,-1,-1,-1,-1
Australian,family-oriented,0,3,0,3,0,0,-1,-1,-1,-1
Iraqi,criminal,0,3,0,2,1,0,4,4,4,4
Libyan,criminal,0,3,0,2,1,0,4,4,4,4
Lebanese,criminal,0,3,0,2,1,0,4,4,4,4
Palestinian,criminal,0,3,0,2,1,0,4,4,4,4
Yemeni,criminal,0,3,0,2,1,0,4,4,4,4
Moroccan,violent,0,3,0,2,1,0,4,4,3,3.666666667
Turks,thieves,0,3,0,2,1,0,3,4,4,3.666666667
Australian,illiterate,0,3,0,2,1,0,4,4,3,3.666666667
Chinese,dirty,0,3,0,2,1,0,4,4,2,3.333333333
Indian,dirty,0,3,0,2,1,0,4,4,2,3.333333333
Palestinian,dirty,0,3,0,2,1,0,4,4,2,3.333333333
Lebanese,corrupt,0,3,0,2,1,0,4,3,2,3
Australian,idiotic,0,3,0,2,1,0,3,3,3,3
New Zealand,fat,0,3,0,2,1,0,3,3,3,3
Vietnamese,treacherous,0,3,0,2,1,0,4,2,2,2.666666667
North Korean,treacherous,0,3,0,2,1,0,4,2,2,2.666666667
Bangladeshi,ugly,0,3,0,2,1,0,2,3,3,2.666666667
Turks,vain,0,3,0,2,1,0,2,4,2,2.666666667
Australian,stupid,0,3,0,2,1,0,1,4,3,2.666666667
New Zealand,stupid,0,3,0,2,1,0,1,4,3,2.666666667
Portuguese,arrogant,0,3,0,2,1,0,2,4,1,2.333333333
Danish,lazy,0,3,0,2,1,0,3,2,2,2.333333333
Malaysian,poor,0,3,0,2,1,0,3,3,1,2.333333333
Malaysian,impoverished,0,3,0,2,1,0,3,3,1,2.333333333
Thai,poor,0,3,0,2,1,0,3,3,1,2.333333333
Indonesian,impoverished,0,3,0,2,1,0,3,3,1,2.333333333
Singapore,arrogant,0,3,0,2,1,0,2,4,1,2.333333333
Armenian,lazy,0,3,0,2,1,0,3,2,2,2.333333333
Syrian,unreliable,0,3,0,2,1,0,2,3,2,2.333333333
Turks,unreliable,0,3,0,2,1,0,2,3,2,2.333333333
Turks,domineering,0,3,0,2,1,0,3,3,1,2.333333333
Algerian,domineering,0,3,0,2,1,0,3,3,1,2.333333333
Australian,impoverished,0,3,0,2,1,0,3,3,1,2.333333333
Australian,mental,0,3,0,2,1,0,4,4,-1,2.333333333
Australian,less intelligent,0,3,0,2,1,0,2,3,2,2.333333333
New Zealand,lazy,0,3,0,2,1,0,3,2,2,2.333333333
Australian,barbaric,0,3,0,2,1,0,4,-1,4,2.333333333
Danish,drunk,0,3,0,2,1,0,3,2,1,2
North Korean,cunning,0,3,0,2,1,0,2,3,1,2
Afghanis,inbred,0,3,0,2,1,0,2,3,1,2
Sudanese,unattractive,0,3,0,2,1,0,2,3,1,2
Israeli,unattractive,0,3,0,2,1,0,2,3,1,2
Libyan,unattractive,0,3,0,2,1,0,2,3,1,2
